Rang,Anzahl,Vorname,Geschlecht,-,Rang,Anzahl,Vorname,Geschlecht
613,1,Hafsa,w,,613,1,Jann,m
614,1,Hailey,w,,614,1,Jannek,m
615,1,Haley,w,,615,1,Janno,m
616,1,Hanan,w,,616,1,Jannosch,m
617,1,Hanka,w,,617,1,Janos,m
618,1,Hanna-Sophie,w,,618,1,Jareth,m
619,1,Hannah-Jolien,w,,619,1,Jari,m
620,1,Harleen,w,,620,1,Jarne,m
621,1,Harley,w,,621,1,Jaron,m
622,1,Hatice,w,,622,1,Jasim,m
623,1,Hayat,w,,623,1,Jasin,m
624,1,Haylie,w,,624,1,Jason-Joel,m
625,1,Hennie,w,,625,1,Jason-Pascal,m
626,1,Henrike,w,,626,1,Jawed,m
627,1,Hevin,w,,627,1,Jax,m
628,1,Hia,w,,628,1,Jayson,m
629,1,Hoai,w,,629,1,Jeffrey,m
630,1,Holly,w,,630,1,Jemi-Mattis,m
631,1,Hëna,w,,631,1,Jens-Uwe,m
632,1,Iga,w,,632,1,Jenö,m
633,1,Ilia,w,,633,1,Jeppe,m
634,1,Ilvi,w,,634,1,Jeremie-Jerome,m
635,1,Iman,w,,635,1,Jihun,m
636,1,Ina,w,,636,1,Jiles,m
637,1,Irma,w,,637,1,Joachim,m
638,1,Isabeau,w,,638,1,Joey,m
639,1,Isabella-Georgiana,w,,639,1,John-Leon,m
640,1,Israa,w,,640,1,John-Pascal,m
641,1,Iulia,w,,641,1,Johnabraham,m
642,1,Ivie-Sophie,w,,642,1,Jokim,m
643,1,Jaesa,w,,643,1,Jolan,m
644,1,Jamie,w,,644,1,Jon,m
645,1,Jamie-Lee,w,,645,1,Jonatan,m
646,1,Jamillah,w,,646,1,Jonny,m
647,1,Jamira,w,,647,1,Jonte,m
648,1,Jan,w,,648,1,Jordan,m
649,1,Jana-Gabija,w,,649,1,Jorden,m
650,1,Janelle,w,,650,1,Jordi,m
651,1,Jannat,w,,651,1,Joscha,m
652,1,Jannika,w,,652,1,Joschua,m
653,1,Jeni,w,,653,1,Josef,m
654,1,Jessie,w,,654,1,Josh,m
655,1,Jhara,w,,655,1,Josia,m
656,1,Jill,w,,656,1,Josiah,m
657,1,Jiska,w,,657,1,Josse,m
658,1,Jiya,w,,658,1,Jouko,m
659,1,Joana,w,,659,1,Juan,m
660,1,Jocelyn,w,,660,1,Jul,m
661,1,Joelyn,w,,661,1,Julay,m
662,1,Joena,w,,662,1,Julek,m
663,1,Johanna-Luisa,w,,663,1,Junne,m
664,1,Johna,w,,664,1,Jörg,m
665,1,Jona,w,,665,1,Jörn,m
666,1,Joni,w,,666,1,Kadir,m
667,1,Jorden,w,,667,1,Kalino,m
668,1,Jordis,w,,668,1,Kamui,m
669,1,Jorinde,w,,669,1,Karam,m
670,1,Josefin-Angelina,w,,670,1,Karim,m
671,1,Josi,w,,671,1,Karl-Louis,m
672,1,Josée,w,,672,1,Karlo,m
673,1,Jula,w,,673,1,Karol,m
674,1,Juliena,w,,674,1,Keke,m
675,1,Juliette,w,,675,1,Kenai,m
676,1,Julina,w,,676,1,Kenny,m
677,1,Juman,w,,677,1,Kenoah,m
678,1,Juno-Julia,w,,678,1,Kento,m
679,1,Kajsa,w,,679,1,Kevin,m
680,1,Kali,w,,680,1,Keyan,m
681,1,Kalina,w,,681,1,Khai,m
682,1,Kalla,w,,682,1,Khalil,m
683,1,Kari,w,,683,1,Kiaron,m
684,1,Karla-Elena,w,,684,1,Kimi,m
685,1,Karlina,w,,685,1,Kimon,m
686,1,Karolin,w,,686,1,Kirill,m
687,1,Kassandra,w,,687,1,Kjell,m
688,1,Katalea,w,,688,1,Klemens,m
689,1,Katelyn,w,,689,1,Konstadinos,m
690,1,Kathleen,w,,690,1,Kosimo,m
691,1,Kathy,w,,691,1,Kuba,m
692,1,Kati,w,,692,1,Laith,m
693,1,Katja,w,,693,1,Lajos,m
694,1,Kaya,w,,694,1,Lane-Julien,m
695,1,Kelda,w,,695,1,Laszlo,m
696,1,Keti,w,,696,1,Lavdim,m
697,1,Khadidja,w,,697,1,Lazar,m
698,1,Khadija,w,,698,1,Leander,m
699,1,Kimberly-Christina,w,,699,1,Leandro,m
700,1,Konstantina,w,,700,1,Leano,m
701,1,Ksenia,w,,701,1,Leevi,m
702,1,Laluna,w,,702,1,Lenn,m
703,1,Lanni,w,,703,1,Lennart,m
704,1,Larin,w,,704,1,Lenni,m
705,1,Lavina,w,,705,1,Lennias,m
706,1,Layana,w,,706,1,Lennik,m
707,1,Lea-Maria,w,,707,1,Lenno,m
708,1,Lea-Marie,w,,708,1,Lennox-Niklas,m
709,1,Leah,w,,709,1,Lenox,m
710,1,Leander,w,,710,1,Leon-Leonardo,m
711,1,Leatrice,w,,711,1,Leon-Mourice,m
712,1,Lee,w,,712,1,Leonas,m
713,1,Leilani,w,,713,1,Leonhardt,m
714,1,Lejla,w,,714,1,Leto,m
715,1,Lela,w,,715,1,Lev,m
716,1,Lena-Sophie,w,,716,1,Levent,m
717,1,Leni-Nathalie,w,,717,1,Levian,m
718,1,Lennja,w,,718,1,Lewis-Benjamin,m
719,1,Lenya,w,,719,1,Liam-Aiden,m
720,1,Leonard,w,,720,1,Liam-Jay,m
721,1,Leoni-Sue,w,,721,1,Liam-Noel,m
722,1,Leonie-Sophie,w,,722,1,Liem,m
723,1,Leony,w,,723,1,Lincoln,m
724,1,Leticia,w,,724,1,Lind,m
725,1,Levinia,w,,725,1,Linnard,m
726,1,Levinja,w,,726,1,Linus-Phelon,m
727,1,Lexy,w,,727,1,Lio-Antonio,m
728,1,Leyal,w,,728,1,Lio-Marvin,m
729,1,Lian,w,,729,1,Lir,m
730,1,Liandra,w,,730,1,Livio,m
731,1,Liara,w,,731,1,Logan-Memphis,m
732,1,Lika,w,,732,1,Loki,m
733,1,Lilav,w,,733,1,Lorenzo,m
734,1,Lile,w,,734,1,Lou,m
735,1,Lili-Marleen,w,,735,1,Lou-Mino,m
736,1,Lilian,w,,736,1,Luca-Joel,m
737,1,Liliana,w,,737,1,Lukas-Valentin,m
738,1,Lilianna,w,,738,1,Luuk,m
739,1,Lilliane,w,,739,1,Lyan,m
740,1,Lillie-Malin,w,,740,1,Léon,m
741,1,Lillith,w,,741,1,Léon-Noel,m
742,1,Lilly-Anna,w,,742,1,Maddox,m
743,1,Lilly-Marleen,w,,743,1,Madu,m
744,1,Lilly-Sophia,w,,744,1,Madyan,m
745,1,Lina-Jasmin,w,,745,1,Mael,m
746,1,Linea,w,,746,1,Mailo,m
747,1,Linn,w,,747,1,Majd,m
748,1,Linna,w,,748,1,Maksim,m
749,1,Linneah,w,,749,1,Marcel,m
750,1,Lioba,w,,750,1,Marcell,m
751,1,Lisa-Ailien,w,,751,1,Marco,m
752,1,Lisanne,w,,752,1,Marcos,m
753,1,Lise,w,,753,1,Marian,m
754,1,Liv-Grete,w,,754,1,Marlin,m
755,1,Liz,w,,755,1,Marlo,m
756,1,Loki-Luise,w,,756,1,Maron,m
757,1,Lonad,w,,757,1,Marten-Alexander,m
758,1,Lorelei,w,,758,1,Marven,m
759,1,Loreley,w,,759,1,Marwin,m
760,1,Lorna,w,,760,1,Mathéo,m
761,1,Lou,w,,761,1,Matisse,m
762,1,Lubaba,w,,762,1,Mattheo,m
763,1,Luca,w,,763,1,Matthi,m
764,1,Luciana,w,,764,1,Mattias,m
765,1,Lucienne,w,,765,1,Matyas,m
766,1,Lucía,w,,766,1,Mauricio,m
767,1,Ludmilla,w,,767,1,Max-Joel,m
768,1,Lulia,w,,768,1,Maximo,m
769,1,Luludi,w,,769,1,Maël,m
770,1,Lusia,w,,770,1,Mediar,m
771,1,Lya-Estélle,w,,771,1,Meeko,m
772,1,Madeleine,w,,772,1,Mehmetnuri,m
773,1,Madison,w,,773,1,Melvin,m
774,1,Madita,w,,774,1,Menowin,m
775,1,Maeva,w,,775,1,Michel,m
776,1,Magda,w,,776,1,Mick,m
777,1,Mai,w,,777,1,Miguel,m
778,1,Maileen,w,,778,1,Mihail,m
779,1,Maira,w,,779,1,Mike-Leon,m
780,1,Malaika,w,,780,1,Mikey,m
781,1,Malak,w,,781,1,Miko,m
782,1,Malea,w,,782,1,Milad,m
783,1,Mali,w,,783,1,Milanpreet,m
784,1,Maliha,w,,784,1,Milosh,m
785,1,Mara-Sophie,w,,785,1,Milow,m
786,1,Marelien,w,,786,1,Miloš,m
787,1,Margarete,w,,787,1,Minh,m
788,1,Margarethe,w,,788,1,Miquel,m
789,1,Maria-Magdalena,w,,789,1,Mir'aç,m
790,1,Maria-Patrizia,w,,790,1,Miran,m
791,1,Marie-Fabienne,w,,791,1,Miraç,m
792,1,Marie-Sophie,w,,792,1,Mirko,m
793,1,Marieke,w,,793,1,Miron,m
794,1,Marieke-Luise,w,,794,1,Mitja,m
795,1,Marieluise,w,,795,1,Mito,m
796,1,Marija,w,,796,1,Moatasem,m
797,1,Marikje,w,,797,1,Moayuud,m
798,1,Marilyn,w,,798,1,Mohamad,m
799,1,Marlen,w,,799,1,Mohammed,m
800,1,Marlie,w,,800,1,Muhammad,m
801,1,Marlies,w,,801,1,Naim,m
802,1,Marte,w,,802,1,Nakoa,m
803,1,Mary-Ann,w,,803,1,Naser,m
804,1,Marybell,w,,804,1,Natan,m
805,1,Massa,w,,805,1,Nathan,m
806,1,Mathilda-Leni,w,,806,1,Nele,m
807,1,Matilde,w,,807,1,Nelio,m
808,1,Maxima,w,,808,1,Neo-Memphis,m
809,1,Mayla,w,,809,1,Nevio,m
810,1,Mayra,w,,810,1,Nhat,m
811,1,Maysa,w,,811,1,Nick-Michael,m
812,1,Meda,w,,812,1,Nihaal,m
813,1,Medina,w,,813,1,Nijaz,m
814,1,Medine,w,,814,1,Nikodem,m
815,1,Meggy,w,,815,1,Nikola,m
816,1,Mehtap,w,,816,1,Nikolas,m
817,1,Meike,w,,817,1,Nikolaus,m
818,1,Melena,w,,818,1,Nikos,m
819,1,Melika,w,,819,1,Nilan,m
820,1,Melina-Jolie,w,,820,1,Nili,m
821,1,Melina-Marie,w,,821,1,Noa,m
822,1,Melinda,w,,822,1,Noah-Felix,m
823,1,Mercedes,w,,823,1,Noah-Leon,m
824,1,Meret,w,,824,1,Normen,m
825,1,Meriam,w,,825,1,Norwin,m
826,1,Merida-Sophie,w,,826,1,Nuka,m
827,1,Meta,w,,827,1,Obawole,m
828,1,Mia-Aileen,w,,828,1,Odin,m
829,1,Mia-Celine,w,,829,1,Odysseus,m
830,1,Mia-Chanel,w,,830,1,Okito,m
831,1,Mia-Jolien,w,,831,1,Olaf,m
832,1,Mia-Paulin,w,,832,1,Olav,m
833,1,Mieke,w,,833,1,Oleg,m
834,1,Mila-Aileen,w,,834,1,Omid,m
835,1,Mila-Marie,w,,835,1,Oskar-Philipp,m
836,1,Milaine,w,,836,1,Owen,m
837,1,Milanka-Nicole,w,,837,1,Paavo,m
838,1,Mileen,w,,838,1,Paco,m
839,1,Milja,w,,839,1,Pal,m
840,1,Milli,w,,840,1,Patrik,m
841,1,Mimi,w,,841,1,Pau,m
842,1,Mina,w,,842,1,Paule,m
843,1,Minh,w,,843,1,Paulo,m
844,1,Minna,w,,844,1,Pavel,m
845,1,Minou,w,,845,1,Pavlos,m
846,1,Mireille-Lizet,w,,846,1,Pedro,m
847,1,Mirja,w,,847,1,Peer-Connor,m
848,1,Mirta,w,,848,1,Peer-Leon,m
849,1,Momo,w,,849,1,Pepé,m
850,1,Monika,w,,850,1,Per,m
851,1,Mouna,w,,851,1,Pete,m
852,1,Mu,w,,852,1,Peyton,m
853,1,Mya,w,,853,1,Phil-Alexander,m
854,1,Naciye,w,,854,1,Phileas,m
855,1,Nada,w,,855,1,Philip,m
856,1,Naemi,w,,856,1,Phill,m
857,1,Naila,w,,857,1,Pietro,m
858,1,Naima,w,,858,1,Pino,m
859,1,Nancy-Penelope,w,,859,1,Pius,m
860,1,Naomi,w,,860,1,Platon,m
861,1,Nathalie,w,,861,1,Prince,m
862,1,Naura,w,,862,1,Prithvi,m
863,1,Naya,w,,863,1,Quang,m
864,1,Neah,w,,864,1,Quentin,m
865,1,Neela,w,,865,1,Quinn,m
866,1,Nelia,w,,866,1,Quint,m
867,1,Nelli,w,,867,1,Radi,m
868,1,Nia,w,,868,1,Raffael,m
869,1,Nicola,w,,869,1,Rafi,m
870,1,Nicole,w,,870,1,Rainers,m
871,1,Nikol,w,,871,1,Raiyan,m
872,1,Nikoleta,w,,872,1,Ram,m
873,1,Nila,w,,873,1,Ramazan,m
874,1,Niloufar,w,,874,1,Rami,m
875,1,Nisa,w,,875,1,Ranveer,m
876,1,Noely,w,,876,1,Raphaël,m
877,1,Nomi,w,,877,1,Rares,m
878,1,Nona,w,,878,1,Rasmus,m
879,1,Noor,w,,879,1,Ray,m
880,1,Norah,w,,880,1,Rayyan,m
881,1,Noralee,w,,881,1,Redur,m
882,1,Noren,w,,882,1,Remi,m
883,1,Nour,w,,883,1,Reșit,m
884,1,Noémi,w,,884,1,Riaan,m
885,1,Nyah,w,,885,1,Ricardo,m
886,1,Oda,w,,886,1,Riccardo,m
887,1,Odaii,w,,887,1,Rico,m
888,1,Odine,w,,888,1,Rikardo,m
889,1,Oliela,w,,889,1,Robin-Alexander,m
890,1,Orla,w,,890,1,Robin-Enrico,m
891,1,Parmis,w,,891,1,Rocco,m
892,1,Paul,w,,892,1,Rodolfo,m
893,1,Paulin,w,,893,1,Rohid-Amar,m
894,1,Payten,w,,894,1,Rohlad,m
895,1,Penélope,w,,895,1,Rojus,m
896,1,Pepina,w,,896,1,Roman,m
897,1,Pepperel,w,,897,1,Rooney,m
898,1,Petimat,w,,898,1,Rouven,m
899,1,Phoebe-Lynn,w,,899,1,Runar,m
900,1,Phương,w,,900,1,Rune,m
901,1,Pia-Marie,w,,901,1,Rupert,m
902,1,Polina,w,,902,1,Ruslan,m
903,1,Poppy,w,,903,1,Rutil,m
904,1,Ragna,w,,904,1,Rémy,m
905,1,Rahela,w,,905,1,Sahel,m
906,1,Raija,w,,906,1,Salih,m
907,1,Raisa,w,,907,1,Salvador,m
908,1,Rala,w,,908,1,Sam-Louis,m
909,1,Rana,w,,909,1,Samuel-Francesco,m
910,1,Randa,w,,910,1,Samuele,m
911,1,Rande,w,,911,1,Sareth,m
912,1,Rania,w,,912,1,Sari,m
913,1,Rebeca,w,,913,1,Schio,m
914,1,Rebecka,w,,914,1,Sean,m
915,1,Rhena,w,,915,1,Sean-Michel,m
916,1,Ridemeet,w,,916,1,Sem,m
917,1,Rika,w,,917,1,Senan,m
918,1,Rodaina,w,,918,1,Serafim,m
919,1,Rosie,w,,919,1,Sero,m
920,1,Rukija,w,,920,1,Seydou,m
921,1,Ruqaya,w,,921,1,Shadi,m
922,1,Ruqeya,w,,922,1,Shahin,m
923,1,Sabine,w,,923,1,Shkelzen,m
924,1,Sabiye,w,,924,1,Shotiko,m
925,1,Sabrina,w,,925,1,Skylar,m
926,1,Safiya,w,,926,1,Sofian,m
927,1,Saga,w,,927,1,Sokol,m
928,1,Sainabou,w,,928,1,Stephan,m
929,1,Salimatu,w,,929,1,Sujamin,m
930,1,Salma,w,,930,1,Suleyman,m
931,1,Salsabil,w,,931,1,Suren,m
932,1,Saly,w,,932,1,Tadeus,m
933,1,Samira-Jasmin,w,,933,1,Tamo,m
934,1,Sanna,w,,934,1,Tarik,m
935,1,Sanne,w,,935,1,Tayler-Emilio,m
936,1,Sanza,w,,936,1,Taylor,m
937,1,Saphira-Michelle,w,,937,1,Tayo,m
938,1,Saphira-Sonja,w,,938,1,Tayssir,m
939,1,Sarah-Jane,w,,939,1,Temilayo,m
940,1,Saria,w,,940,1,Thaddeus,m
941,1,Sascha,w,,941,1,Thair,m
942,1,Sasha,w,,942,1,Theodoros,m
943,1,Saya,w,,943,1,Thiago,m
944,1,Sayon,w,,944,1,Thilo,m
945,1,Scarlett,w,,945,1,Thoralf,m
946,1,Scarlett-Leticia,w,,946,1,Thorben,m
947,1,Seba,w,,947,1,Thore,m
948,1,Selinia,w,,948,1,Thorvid,m
949,1,Semina,w,,949,1,Thure,m
950,1,Seraphina,w,,950,1,Thái-Lâm,m
951,1,Serin,w,,951,1,Tilman,m
952,1,Serina,w,,952,1,Tim-Tayler,m
953,1,Shahd,w,,953,1,Tima,m
954,1,Shania,w,,954,1,Timmy,m
955,1,Sherivan,w,,955,1,Timoteus,m
956,1,Shila,w,,956,1,Timotheus,m
957,1,Shirley,w,,957,1,Timur,m
958,1,Shorouk,w,,958,1,Titus-Joshua,m
959,1,Sila,w,,959,1,Tius,m
960,1,Silvie,w,,960,1,Tizian,m
961,1,Sima,w,,961,1,Tjark,m
962,1,Sindi,w,,962,1,Tom-Jonas,m
963,1,Sinem,w,,963,1,Tomasz,m
964,1,Sinje,w,,964,1,Toto,m
965,1,Sky,w,,965,1,Traian,m
966,1,Skyla,w,,966,1,Travis,m
967,1,Smilla,w,,967,1,Trí,m
968,1,Songül,w,,968,1,Tyler-Ian,m
969,1,Sonia,w,,969,1,Tyson,m
970,1,Sophie-Marie,w,,970,1,Uwe,m
971,1,Sora,w,,971,1,Vajk,m
972,1,Soufia,w,,972,1,Valentino,m
973,1,Souna,w,,973,1,Vancourtan,m
974,1,Stacy,w,,974,1,Veit,m
975,1,Stina,w,,975,1,Veith-Caspar,m
976,1,Sue-Anne,w,,976,1,Vic,m
977,1,Suela,w,,977,1,Victor,m
978,1,Suheir,w,,978,1,Viljam,m
979,1,Sumaja,w,,979,1,Vincenz,m
980,1,Sumile,w,,980,1,Vinn,m
981,1,Summer,w,,981,1,Vinzent,m
982,1,Sunny,w,,982,1,Việt,m
983,1,Suri,w,,983,1,Warazdat,m
984,1,Susann,w,,984,1,Wel,m
985,1,Susie,w,,985,1,Werner,m
986,1,Suyai,w,,986,1,Wieland,m
987,1,Sytara,w,,987,1,Wilhelmine,m
988,1,Tabita,w,,988,1,Wilko,m
989,1,Taisia,w,,989,1,William-Theodor,m
990,1,Taja,w,,990,1,Wotan,m
991,1,Talesia,w,,991,1,Wyatt,m
992,1,Talia,w,,992,1,Xaver,m
993,1,Talisha,w,,993,1,Yamen,m
994,1,Tamika,w,,994,1,Yann,m
995,1,Tarja,w,,995,1,Yannic,m
996,1,Tekla,w,,996,1,Yaro,m
997,1,Teresa,w,,997,1,Yaron,m
998,1,Thalea,w,,998,1,Yasha,m
999,1,Thalia,w,,999,1,Yasin,m
1000,1,Thalie,w,,1000,1,Yonah,m
1001,1,Theia,w,,1001,1,Yorick,m
1002,1,Theodora,w,,1002,1,Yuvraj,m
1003,1,Therese,w,,1003,1,Zokir,m
1004,1,Tia,w,,1004,1,Étienne,m
1005,1,Tialda,w,,1005,1,Ömer,m
1006,1,Tiana,w,,1006,1,Ünal,m
1007,1,Tjara,w,,,,,
1008,1,Tomke,w,,,,,
1009,1,Toni,w,,,,,
1010,1,Trang,w,,,,,
1011,1,Trá,w,,,,,
1012,1,Tuana,w,,,,,
1013,1,Tünde,w,,,,,
1014,1,Ulrike,w,,,,,
1015,1,Uula,w,,,,,
1016,1,Valeria,w,,,,,
1017,1,Valesca,w,,,,,
1018,1,Van,w,,,,,
1019,1,Vanja,w,,,,,
1020,1,Vedagora,w,,,,,
1021,1,Vera,w,,,,,
1022,1,Viana,w,,,,,
1023,1,Vika,w,,,,,
1024,1,Vildan,w,,,,,
1025,1,Vita,w,,,,,
1026,1,Wacella,w,,,,,
1027,1,Weda,w,,,,,
1028,1,Wendy,w,,,,,
1029,1,Weronika,w,,,,,
1030,1,Wija,w,,,,,
1031,1,Wiktoria,w,,,,,
1032,1,Wilhelmine,w,,,,,
1033,1,Xenia-Melody,w,,,,,
1034,1,Xin,w,,,,,
1035,1,Yan,w,,,,,
1036,1,Yana,w,,,,,
1037,1,Yanxin,w,,,,,
1038,1,Yasemin,w,,,,,
1039,1,Yasmina,w,,,,,
1040,1,Ylvie-Ilenia,w,,,,,
1041,1,Yolanda,w,,,,,
1042,1,Yone,w,,,,,
1043,1,Yonita,w,,,,,
1044,1,Yukina,w,,,,,
1045,1,Yukina-Elinor,w,,,,,
1046,1,Yulie,w,,,,,
1047,1,Yushen,w,,,,,
1048,1,Zahra,w,,,,,
1049,1,Zainab,w,,,,,
1050,1,Zaynab,w,,,,,
1051,1,Zerya,w,,,,,
1052,1,Zeyneb,w,,,,,
1053,1,Zeynep,w,,,,,
1054,1,Zoa,w,,,,,
1055,1,Zoe-Loreen,w,,,,,
1056,1,Zoey-Aylin,w,,,,,
1057,1,Zora,w,,,,,
1058,1,Zornica,w,,,,,
1059,1,Zoéy,w,,,,,
1060,1,Zujaily,w,,,,,
1061,1,Zümrete,w,,,,,
