Rang,Anzahl,Vorname,Geschlecht,-,Rang,Anzahl,Vorname,Geschlecht
514,1,Esra,w,,514,1,Emmett,m
515,1,Esther,w,,515,1,Enes,m
516,1,Eva-Maria,w,,516,1,Ephraim,m
517,1,Evelynn,w,,517,1,Eren,m
518,1,Ewa,w,,518,1,Ernest,m
519,1,Fabiane,w,,519,1,Esmer,m
520,1,Fabiénne,w,,520,1,Ethan,m
521,1,Farina,w,,521,1,Evangelos,m
522,1,Fatima,w,,522,1,Eydrian,m
523,1,Faylinn,w,,523,1,Fabienne,m
524,1,Feelia,w,,524,1,Fabius,m
525,1,Feli,w,,525,1,Fabricio,m
526,1,Felina,w,,526,1,Fabrizio,m
527,1,Feline,w,,527,1,Farin,m
528,1,Felizia,w,,528,1,Fatih,m
529,1,Felizitas,w,,529,1,Fatin,m
530,1,Fenna,w,,530,1,Feifan,m
531,1,Fenya,w,,531,1,Felias,m
532,1,Fiene,w,,532,1,Felipe,m
533,1,Filipa,w,,533,1,Fenris,m
534,1,Filomena,w,,534,1,Feodor,m
535,1,Finija,w,,535,1,Fero,m
536,1,Frances,w,,536,1,Fidelius,m
537,1,Francis,w,,537,1,Fiete,m
538,1,Franja-Sofia,w,,538,1,Filou,m
539,1,Franzi,w,,539,1,Finlay,m
540,1,Franziska,w,,540,1,Finn-Connor,m
541,1,Freda,w,,541,1,Finn-Leon,m
542,1,Friederike,w,,542,1,Finn-Maximilian,m
543,1,Fylia,w,,543,1,Finn-Noel,m
544,1,Gaia,w,,544,1,Finnjos,m
545,1,Gesa,w,,545,1,Finnlay-Conner,m
546,1,Grace,w,,546,1,Finnley,m
547,1,Grete,w,,547,1,Fiodor,m
548,1,Gretje,w,,548,1,Fionn,m
549,1,Habiba,w,,549,1,Florin,m
550,1,Haley,w,,550,1,Francis,m
551,1,Hanadi,w,,551,1,Franz-August,m
552,1,Hanako,w,,552,1,Frederic,m
553,1,Hanija,w,,553,1,Frederick,m
554,1,Hanka,w,,554,1,Fredric,m
555,1,Hannah-Mariella,w,,555,1,Fredrik,m
556,1,Hannen,w,,556,1,Freerik,m
557,1,Hanni,w,,557,1,Fridtjof,m
558,1,Hatice,w,,558,1,Frieder,m
559,1,Hayee,w,,559,1,Fynn-Elias,m
560,1,Haylie,w,,560,1,Fynn-Noel,m
561,1,Heda,w,,561,1,Félix,m
562,1,Hedda,w,,562,1,Garet,m
563,1,Hedvig,w,,563,1,George,m
564,1,Hedwig,w,,564,1,Gernot,m
565,1,Heide,w,,565,1,Gian,m
566,1,Heidi,w,,566,1,Gino,m
567,1,Heike,w,,567,1,Giuliano,m
568,1,Helga,w,,568,1,Glen,m
569,1,Heli,w,,569,1,Glenn,m
570,1,Helja,w,,570,1,Gottfried,m
571,1,Hella,w,,571,1,Gunnar,m
572,1,Helli,w,,572,1,Haider,m
573,1,Henni,w,,573,1,Haldor,m
574,1,Henrietta,w,,574,1,Halvard,m
575,1,Herta,w,,575,1,Hamse,m
576,1,Hiba,w,,576,1,Hanif,m
577,1,Hira,w,,577,1,Hasan,m
578,1,Hoang,w,,578,1,Heiner,m
579,1,Hoài,w,,579,1,Heinrich,m
580,1,Hoàng,w,,580,1,Hektor,m
581,1,Hêja,w,,581,1,Helal,m
582,1,Ide,w,,582,1,Hendrik,m
583,1,Ilana,w,,583,1,Hermann,m
584,1,Iman,w,,584,1,Hermeto,m
585,1,Imme,w,,585,1,Hoang,m
586,1,Inaam,w,,586,1,Hoàng,m
587,1,India,w,,587,1,Hubertus,m
588,1,Inga,w,,588,1,Hussain,m
589,1,Io,w,,589,1,Hüseyin,m
590,1,Irmela,w,,590,1,Iain,m
591,1,Isa,w,,591,1,Iasonas,m
592,1,Isabelle,w,,592,1,Igor,m
593,1,Isla,w,,593,1,Iker,m
594,1,Izzah,w,,594,1,Ilian,m
595,1,Jaliyaah,w,,595,1,Ilias,m
596,1,Jamilia,w,,596,1,Ilja,m
597,1,Jamina,w,,597,1,Ilya,m
598,1,Jana-Marié,w,,598,1,Ilyas,m
599,1,Janka,w,,599,1,Isaak,m
600,1,Jannika,w,,600,1,Isidor,m
601,1,Japneet,w,,601,1,Ismael,m
602,1,Jascha,w,,602,1,Itgel,m
603,1,Jasmin-Sue,w,,603,1,Ivo,m
604,1,Jasmine,w,,604,1,Jakub,m
605,1,Jay,w,,605,1,Jamaal,m
606,1,Jaymee,w,,606,1,Jamal,m
607,1,Jda,w,,607,1,James,m
608,1,Jean,w,,608,1,Jamil,m
609,1,Jeanne,w,,609,1,Jan-Ole,m
