Rang,Anzahl,Vorname,Geschlecht,-,Rang,Anzahl,Vorname,Geschlecht
610,1,Grida,w,,610,1,Frieder,m
611,1,Guliette,w,,611,1,Frtitz,m
612,1,Gurleen,w,,612,1,Frédéric,m
613,1,Hajar,w,,613,1,Fynn-Lucas,m
614,1,Hajer,w,,614,1,Garvin,m
615,1,Hala,w,,615,1,Gaspard,m
616,1,Haley,w,,616,1,George,m
617,1,Halima,w,,617,1,Gerd,m
618,1,Hanane,w,,618,1,Gerrit,m
619,1,Hanifa,w,,619,1,Gianluca,m
620,1,Hannah-Sophie,w,,620,1,Gianni,m
621,1,Hanne,w,,621,1,Gino,m
622,1,Hanneli,w,,622,1,Gisbert,m
623,1,Harmony,w,,623,1,Giulian,m
624,1,Hasti,w,,624,1,Glenn,m
625,1,Hella,w,,625,1,Gordian,m
626,1,Helmine,w,,626,1,Gábor,m
627,1,Heléna,w,,627,1,Hadi,m
628,1,Hermione,w,,628,1,Haimo,m
629,1,Hettie,w,,629,1,Hairulla,m
630,1,Hilde,w,,630,1,Hakon,m
631,1,Holli,w,,631,1,Hammam,m
632,1,Horiya,w,,632,1,Haruki,m
633,1,Hêvin,w,,633,1,Harun,m
634,1,Hüma,w,,634,1,Hasan,m
635,1,Hương,w,,635,1,Hendrik,m
636,1,Hải,w,,636,1,Henk,m
637,1,Ilaaf,w,,637,1,Hilmar,m
638,1,Ilaf,w,,638,1,Hisham,m
639,1,Ilana,w,,639,1,Hunor,m
640,1,Ilva,w,,640,1,Husain,m
641,1,Ilvy,w,,641,1,Hải,m
642,1,Iman,w,,642,1,Hữu,m
643,1,Ina,w,,643,1,Ianis,m
644,1,Indy,w,,644,1,Ianto,m
645,1,Inga,w,,645,1,Ifen,m
646,1,Inge,w,,646,1,Ignacio,m
647,1,Inés,w,,647,1,Ignacy,m
648,1,Inês,w,,648,1,Ihab,m
649,1,Ioanna,w,,649,1,Ijad,m
650,1,İrem,w,,650,1,Ilin,m
651,1,Irina,w,,651,1,Ilyes,m
652,1,Iris,w,,652,1,Imran,m
653,1,Islam,w,,653,1,Isaak,m
654,1,Israa,w,,654,1,Ismaail,m
655,1,Iva,w,,655,1,Ismat,m
656,1,Iwa,w,,656,1,Israel,m
657,1,Jaanaan,w,,657,1,Issa,m
658,1,Jamila,w,,658,1,Ivan,m
659,1,Jane,w,,659,1,Iwelin,m
660,1,Jane-Lou,w,,660,1,Jaad,m
661,1,Jannat,w,,661,1,Jad,m
662,1,Janne,w,,662,1,Jadon-Maximilian,m
663,1,Jasmin-Maylin,w,,663,1,Jahbril,m
664,1,Jasmina,w,,664,1,Jaimen,m
665,1,Jasmine,w,,665,1,Jakub,m
666,1,Jayna,w,,666,1,Jamal,m
667,1,Jedda,w,,667,1,Jamil,m
668,1,Jelena,w,,668,1,Jamy-Prinz,m
669,1,Jemima,w,,669,1,Jan-Niklas,m
670,1,Jenny-Marie,w,,670,1,Janes,m
671,1,Jill,w,,671,1,Janick-Adrian,m
672,1,Jiwan,w,,672,1,Jannick,m
673,1,Joann,w,,673,1,Janusz,m
674,1,Joanna,w,,674,1,Jarmo,m
675,1,Joella,w,,675,1,Jarne,m
676,1,Johanna-Marie,w,,676,1,Jarred,m
677,1,Jola,w,,677,1,Jasha,m
678,1,Jolin,w,,678,1,Jason-Enrico,m
679,1,Jolina,w,,679,1,Jason-Joel,m
680,1,Jorid,w,,680,1,Jayden-Leon,m
681,1,Joselle,w,,681,1,Jayden-Liam,m
682,1,Josephina,w,,682,1,Jayson,m
683,1,Josi,w,,683,1,Jazen,m
684,1,Joy,w,,684,1,Jeremiah,m
685,1,Juana,w,,685,1,Jeremy-Joel,m
686,1,Juliane,w,,686,1,Jeromé,m
687,1,Julianna,w,,687,1,Jiayi,m
688,1,Julika,w,,688,1,Joachim,m
689,1,Julina,w,,689,1,Joan,m
690,1,Juniper,w,,690,1,Joe,m
691,1,Juno,w,,691,1,John-Elias,m
692,1,Kaja,w,,692,1,John-Emilian,m
693,1,Kana,w,,693,1,John-Leif,m
694,1,Karen,w,,694,1,John-Luca,m
695,1,Karima,w,,695,1,Jonas-Mattheo,m
696,1,Karline,w,,696,1,Jonne,m
697,1,Karolin,w,,697,1,Jonny,m
698,1,Karolina,w,,698,1,Joram,m
699,1,Karoline,w,,699,1,Joran,m
700,1,Kathaleya,w,,700,1,Jori,m
701,1,Kathariza,w,,701,1,Joschua,m
702,1,Katy,w,,702,1,Josiah,m
703,1,Kaya,w,,703,1,Josua,m
704,1,Kendra-Sophia,w,,704,1,Julian-Alexander,m
705,1,Kensi,w,,705,1,Julias,m
706,1,Khitam,w,,706,1,Junias,m
707,1,Khánh,w,,707,1,Junis,m
708,1,Kiana,w,,708,1,Junus,m
709,1,Kimberley-Sofie,w,,709,1,Jyhan,m
710,1,Kinara,w,,710,1,János,m
711,1,Klea,w,,711,1,József,m
712,1,Kora,w,,712,1,Kacper,m
713,1,Kristina,w,,713,1,Kai-Luca,m
714,1,Kristine,w,,714,1,Kai-Lucas,m
715,1,Kvitoslava,w,,715,1,Kaito,m
716,1,Kyara,w,,716,1,Kaiyo,m
717,1,Kyra,w,,717,1,Kajus,m
718,1,Laia,w,,718,1,Karim,m
719,1,Lamar-Enaya,w,,719,1,Karl-Leo,m
720,1,Lamia,w,,720,1,Karl-Vinzenz,m
721,1,Lamies,w,,721,1,Karlfried,m
722,1,Lamis,w,,722,1,Karlo,m
723,1,Lara-Marie,w,,723,1,Karlson,m
724,1,Larin,w,,724,1,Karupusamevairavan,m
725,1,Laura-Marie,w,,725,1,Kauri,m
726,1,Laura-Sophie,w,,726,1,Keanu,m
727,1,Laurelin,w,,727,1,Kemal,m
728,1,Lavina,w,,728,1,Kenan,m
729,1,Lavinia,w,,729,1,Kerim,m
730,1,Laya,w,,730,1,Kiljon,m
731,1,Layla,w,,731,1,Kjell,m
732,1,Le,w,,732,1,Kleisio,m
733,1,Leah,w,,733,1,Kolya,m
734,1,Leana,w,,734,1,Konstantinos,m
735,1,Leandra,w,,735,1,Korbinian,m
736,1,Lee-Ann,w,,736,1,Kosimo,m
737,1,Leen,w,,737,1,Krishan,m
738,1,Leia,w,,738,1,Kristian,m
739,1,Lela,w,,739,1,Kuno,m
740,1,Lelo,w,,740,1,Lars,m
741,1,Lena-Maria,w,,741,1,Laurens,m
742,1,Lena-Miley,w,,742,1,Laurenz,m
743,1,Lenore,w,,743,1,Laurin,m
744,1,Leonore,w,,744,1,Leander,m
745,1,Licia,w,,745,1,Leandro,m
746,1,Liddy,w,,746,1,Leandros,m
747,1,Lidiya,w,,747,1,Ledion,m
748,1,Liese,w,,748,1,Lehan,m
749,1,Lifa,w,,749,1,Lenni,m
750,1,Lijana,w,,750,1,Lennis,m
751,1,Lilav,w,,751,1,Lenny-Marc,m
752,1,Lili,w,,752,1,Lenox,m
753,1,Lilia,w,,753,1,Leo-Felix,m
754,1,Lillien,w,,754,1,Leon-Kevin,m
755,1,Lillith,w,,755,1,Leonidas,m
756,1,Lilly-Marie,w,,756,1,Leutrim,m
757,1,Lily,w,,757,1,Leven,m
758,1,Lily-Rosé,w,,758,1,Levian,m
759,1,Lindsey,w,,759,1,Lew,m
760,1,Line,w,,760,1,Leó,m
761,1,Linna,w,,761,1,Lide,m
762,1,Lioba,w,,762,1,Lijan,m
763,1,Liona,w,,763,1,Liki,m
764,1,Liora,w,,764,1,Linos,m
765,1,Lisa-Marie,w,,765,1,Livius,m
766,1,Lisann,w,,766,1,Lobrik,m
767,1,Lise,w,,767,1,Logan-Miguel,m
768,1,Lona,w,,768,1,Loki,m
769,1,Loreen,w,,769,1,Loui,m
770,1,Lorena,w,,770,1,Luca-Jerome,m
771,1,Lotti,w,,771,1,Lucian,m
772,1,Lou,w,,772,1,Ludo,m
773,1,Loucièna,w,,773,1,Luna,m
774,1,Louise,w,,774,1,Lyo,m
775,1,Loulou,w,,775,1,Lysandros,m
776,1,Lovisa,w,,776,1,Madhura,m
777,1,Lucia-Marie,w,,777,1,Magdi,m
778,1,Lucina-Aurora,w,,778,1,Mailo,m
779,1,Lugin,w,,779,1,Malek,m
780,1,Lusie-Marie,w,,780,1,Malu,m
781,1,Lusy,w,,781,1,Manh,m
782,1,Lyan,w,,782,1,Mansur,m
783,1,Lysann,w,,783,1,Manólis,m
784,1,Lysanne,w,,784,1,Marcelino,m
785,1,Lê,w,,785,1,Marco,m
786,1,Madlen,w,,786,1,Mare,m
787,1,Magda,w,,787,1,Marik,m
788,1,Maggie,w,,788,1,Marin,m
789,1,Mai,w,,789,1,Marinus,m
790,1,Maida,w,,790,1,Marvin-,m
791,1,Maila,w,,791,1,Marwin,m
792,1,Maite,w,,792,1,Maskim,m
793,1,Mala,w,,793,1,Maslah,m
794,1,Malika,w,,794,1,Masoud,m
795,1,Malkia,w,,795,1,Massimo,m
796,1,Mallene,w,,796,1,Matar,m
797,1,Malve,w,,797,1,Mathis,m
798,1,Manisa,w,,798,1,Matija,m
799,1,Mara-Elisa,w,,799,1,Mattheo,m
800,1,Marah,w,,800,1,Matthis,m
801,1,Margaret,w,,801,1,Matty,m
802,1,Margarete,w,,802,1,Matías,m
803,1,Margarethe,w,,803,1,Mauri,m
804,1,Margerite,w,,804,1,Maurits,m
805,1,Mari,w,,805,1,Max-Levi,m
806,1,Mariamawit,w,,806,1,Max-Luis,m
807,1,Marianna,w,,807,1,Maxim-Hannes,m
808,1,Marie-Sophie,w,,808,1,Maximiliam,m
809,1,Mariebelle,w,,809,1,Maximilian-Lukas,m
810,1,Marieke,w,,810,1,Maximillian,m
811,1,Marielle,w,,811,1,Medin,m
812,1,Marietta,w,,812,1,Mehmet,m
813,1,Marijella,w,,813,1,Melik,m
814,1,Marilen,w,,814,1,Merlin,m
815,1,Marina,w,,815,1,Metehan,m
816,1,Marisella,w,,816,1,Mex,m
817,1,Marisol,w,,817,1,Mico,m
818,1,Marit,w,,818,1,Miguel-Rasem,m
819,1,Marleen,w,,819,1,Mihail,m
820,1,Marlen,w,,820,1,Miheilo,m
821,1,Marley,w,,821,1,Mikael,m
822,1,Marli,w,,822,1,Mikesh,m
823,1,Martina,w,,823,1,Miko,m
824,1,Mary-Jane,w,,824,1,Milan-Joel,m
825,1,Marylu,w,,825,1,Milosch,m
826,1,Matilde,w,,826,1,Mio,m
827,1,Mattea,w,,827,1,Miłosz,m
828,1,Matya,w,,828,1,Moaz,m
829,1,Mauren,w,,829,1,Moise,m
830,1,Maxi,w,,830,1,Monty,m
831,1,Maximilian,w,,831,1,Morand,m
832,1,Maysa,w,,832,1,Morris,m
833,1,Mayumi,w,,833,1,Muchammad,m
834,1,Medina,w,,834,1,Muslim,m
835,1,Mehrmah,w,,835,1,Mustafa,m
836,1,Meike,w,,836,1,Mylo,m
837,1,Meis,w,,837,1,Navdeep,m
838,1,Mela,w,,838,1,Nelson,m
839,1,Melia,w,,839,1,Nemo,m
840,1,Melina-Jolie,w,,840,1,Nguyen,m
841,1,Melina-Sue,w,,841,1,Nico-Roberto,m
842,1,Melody,w,,842,1,Niels,m
843,1,Melody-Kijara,w,,843,1,Niilo,m
844,1,Melory,w,,844,1,Nika,m
845,1,Meriam,w,,845,1,Niko,m
846,1,Merida,w,,846,1,Nikolai,m
847,1,Merlyn,w,,847,1,Nikolas,m
848,1,Merna,w,,848,1,Nikolay,m
849,1,Meryem,w,,849,1,Nils-Anton,m
850,1,Meryem-Maya,w,,850,1,Nio,m
851,1,Mette,w,,851,1,Noa,m
852,1,Mia-Jolie,w,,852,1,Noah-Habib,m
853,1,Mia-Katherina,w,,853,1,Noel,m
854,1,Mia-Loreen,w,,854,1,Norwin,m
855,1,Mia-Marie,w,,855,1,Nuka,m
856,1,Mia-Sophia,w,,856,1,Nurbin,m
857,1,Michaela,w,,857,1,Nétanel,m
858,1,Michalia,w,,858,1,Obei,m
859,1,Mieke,w,,859,1,Odin,m
860,1,Mila-Sharleen,w,,860,1,Oke,m
861,1,Milana,w,,861,1,Okko,m
862,1,Milenna,w,,862,1,Ole-Frederik,m
863,1,Miley,w,,863,1,Olin,m
864,1,Milli,w,,864,1,Oluwatobi,m
865,1,Minna,w,,865,1,Onik,m
866,1,Mio,w,,866,1,Oskar-Elias,m
867,1,Miri,w,,867,1,Paale,m
868,1,Mohana,w,,868,1,Paavo,m
869,1,Molin,w,,869,1,Parsa,m
870,1,Muna,w,,870,1,Patrick,m
871,1,Munisa,w,,871,1,Paul-Emil,m
872,1,Muriel,w,,872,1,Peer,m
873,1,Mya,w,,873,1,Pepe-Elias,m
874,1,Míriel,w,,874,1,Peyman,m
875,1,Nadija,w,,875,1,Phelan,m
876,1,Nadine,w,,876,1,Philian,m
877,1,Nadiya,w,,877,1,Philipp-Christian,m
878,1,Nancy,w,,878,1,Philipp-Lutz,m
879,1,Nania,w,,879,1,Phill,m
880,1,Naomi,w,,880,1,Phillipp,m
881,1,Nartea,w,,881,1,Phuc,m
882,1,Natali,w,,882,1,Pierre,m
883,1,Natalia,w,,883,1,Prince,m
884,1,Natascha,w,,884,1,Quentin,m
885,1,Nathalie,w,,885,1,Rabih,m
886,1,Nazanin,w,,886,1,Radin,m
887,1,Nazaret,w,,887,1,Radomir,m
888,1,Naëmi,w,,888,1,Rafat,m
889,1,Neema,w,,889,1,Raffael,m
890,1,Nele-Marie,w,,890,1,Ragnar,m
891,1,Nele-Sofie,w,,891,1,Raik,m
892,1,Nele-Sophie,w,,892,1,Ralph-Alexander,m
893,1,Nelia,w,,893,1,Ramzi,m
894,1,Nell,w,,894,1,Rashad,m
895,1,Nelli,w,,895,1,Rasmus,m
896,1,Neva,w,,896,1,Raul,m
897,1,Ngoc,w,,897,1,Rayan-Zane,m
898,1,Ngọc,w,,898,1,Rayk,m
899,1,Nhat,w,,899,1,Reman,m
900,1,Nhi,w,,900,1,Remo,m
901,1,Nila,w,,901,1,Remy,m
902,1,Nini,w,,902,1,Rene,m
903,1,Noelia,w,,903,1,Reyan,m
904,1,Nourhanne,w,,904,1,Reza,m
905,1,Novalee,w,,905,1,Ricardo,m
906,1,Noémie,w,,906,1,Rick,m
907,1,Noïra,w,,907,1,Rico,m
908,1,Nuobei,w,,908,1,Rio,m
909,1,Nur,w,,909,1,Riyad,m
910,1,Nuria,w,,910,1,Robin-Elias,m
911,1,Nyla,w,,911,1,Robin-Fynn,m
912,1,Oda,w,,912,1,Roland,m
913,1,Ole,w,,913,1,Romeo,m
914,1,Olfad,w,,914,1,Roméo,m
915,1,Oliv,w,,915,1,Ronny-Fynn,m
916,1,Ophelia,w,,916,1,Rony,m
917,1,Orly,w,,917,1,Rudenz,m
918,1,Otilie,w,,918,1,Rudolf,m
919,1,Oumayma,w,,919,1,Runze,m
920,1,Pandora,w,,920,1,Saad,m
921,1,Patricia,w,,921,1,Sacharja-Michail,m
922,1,Perla,w,,922,1,Said,m
923,1,Pham,w,,923,1,Saif,m
924,1,Phan,w,,924,1,Saifallah,m
925,1,Philina,w,,925,1,Saifulla,m
926,1,Phoebe,w,,926,1,Sajad,m
927,1,Pigi,w,,927,1,Salama,m
928,1,Pina,w,,928,1,Salar,m
929,1,Pnina,w,,929,1,Saleh,m
930,1,Pola,w,,930,1,Salman,m
931,1,Polja,w,,931,1,Salvador,m
932,1,Quynh,w,,932,1,Samed,m
933,1,Rabia,w,,933,1,Sami,m
934,1,Rachel,w,,934,1,Samir,m
935,1,Rachelle,w,,935,1,Samson,m
936,1,Rafaela,w,,936,1,Samu,m
937,1,Raha,w,,937,1,Sawelij,m
938,1,Raika,w,,938,1,Sayed,m
939,1,Raila,w,,939,1,Sayeed,m
940,1,Raisa,w,,940,1,Schenouda,m
941,1,Raissa,w,,941,1,Seif,m
942,1,Rajana,w,,942,1,Severin,m
943,1,Raven,w,,943,1,Shahid,m
944,1,Rebeca,w,,944,1,Shahzad,m
945,1,Rebecca,w,,945,1,Shaker,m
946,1,Rebekka,w,,946,1,Shawn,m
947,1,Redona,w,,947,1,Shugo,m
948,1,Reen,w,,948,1,Silas,m
949,1,Rehmat,w,,949,1,Silias,m
950,1,Remaz,w,,950,1,Simon-Lucas,m
951,1,Renesmee,w,,951,1,Sinan,m
952,1,Reni,w,,952,1,Sipan,m
953,1,Riccarda,w,,953,1,Sirac,m
954,1,Rieke,w,,954,1,Sıraç,m
955,1,Rifka,w,,955,1,Sky,m
956,1,Rita,w,,956,1,Sofien,m
957,1,Rivka,w,,957,1,Soheil,m
958,1,Rojava,w,,958,1,Soliman,m
959,1,Ronya,w,,959,1,Soren,m
960,1,Rosa-Marie,w,,960,1,Spiros,m
961,1,Rosaria,w,,961,1,Stanislaw,m
962,1,Rosel,w,,962,1,Stefan,m
963,1,Roshin,w,,963,1,Steve,m
964,1,Roubaa,w,,964,1,Steve-Boris,m
965,1,Roya,w,,965,1,Steven-Tyler,m
966,1,Rubi,w,,966,1,Stewart,m
967,1,Ruhev,w,,967,1,Sufian,m
968,1,Runhan,w,,968,1,Suheil,m
969,1,Sabrina,w,,969,1,Syed,m
970,1,Sahra,w,,970,1,Szabolcs,m
971,1,Sajda,w,,971,1,Szilárd,m
972,1,Sakina,w,,972,1,Sönke,m
973,1,Sally,w,,973,1,Sören,m
974,1,Salma,w,,974,1,Taha,m
975,1,Salomé,w,,975,1,Tameo,m
976,1,Sama,w,,976,1,Tamme,m
977,1,Samara,w,,977,1,Tammo,m
978,1,Sanjana,w,,978,1,Taran,m
979,1,Sansa,w,,979,1,Tarek,m
980,1,Santrice,w,,980,1,Tarje,m
981,1,Saphira,w,,981,1,Taylor-Jason,m
982,1,Sarafina,w,,982,1,Teddy,m
983,1,Sarah-Joleen,w,,983,1,Teejay,m
984,1,Saulo,w,,984,1,Terence,m
985,1,Sayah,w,,985,1,Thadeus,m
986,1,Scarlett-Clarice,w,,986,1,Thede,m
987,1,Sebahat,w,,987,1,Theo-Oskar,m
988,1,Selina-Elaine,w,,988,1,Theobald,m
989,1,Seoyun,w,,989,1,Thiago,m
990,1,Sepherina,w,,990,1,Thilo,m
991,1,Serafina,w,,991,1,Thiên-Bảo,m
992,1,Seraphin,w,,992,1,Thor,m
993,1,Seraphina-Luisa,w,,993,1,Thorin,m
994,1,Sessi,w,,994,1,Tiago,m
995,1,Setayesh,w,,995,1,Tian,m
996,1,Shahad,w,,996,1,Tiberio,m
997,1,Shayenne,w,,997,1,Tillmann,m
998,1,Sheeza,w,,998,1,Tilmann,m
999,1,Sheyma,w,,999,1,Timm,m
1000,1,Shirin,w,,1000,1,Timur,m
1001,1,Shorash,w,,1001,1,Tino,m
1002,1,Shorouk,w,,1002,1,Tizian,m
1003,1,Shreya,w,,1003,1,Tjaden,m
1004,1,Siena,w,,1004,1,Tjalve,m
1005,1,Signe,w,,1005,1,Tjelle,m
1006,1,Silva,w,,1006,1,Tommy,m
1007,1,Simona,w,,1007,1,Torben,m
1008,1,Sinah,w,,1008,1,Torin,m
1009,1,Sinaida,w,,1009,1,Travis,m
1010,1,Siri,w,,1010,1,Trong,m
1011,1,Sistine,w,,1011,1,Tuấn,m
1012,1,Skadi,w,,1012,1,Tyko,m
1013,1,Skyla,w,,1013,1,Tyler-Joel,m
1014,1,Sofi,w,,1014,1,Tùng,m
1015,1,Sokhna,w,,1015,1,Udai,m
1016,1,Solana,w,,1016,1,Uday,m
1017,1,Solin,w,,1017,1,Umar,m
1018,1,Solomia,w,,1018,1,Undus,m
1019,1,Solène,w,,1019,1,Valentin-Mailo,m
1020,1,Sonia,w,,1020,1,Vasco,m
1021,1,Sonja,w,,1021,1,Vasilios,m
1022,1,Sookie,w,,1022,1,Vazul,m
1023,1,Sophie-Linh,w,,1023,1,Venelin,m
1024,1,Stacie,w,,1024,1,Viggo,m
1025,1,Sthwala-Ndwe,w,,1025,1,Vito,m
1026,1,Su,w,,1026,1,Vladimir,m
1027,1,Sue,w,,1027,1,Walid,m
1028,1,Sumea,w,,1028,1,Walter,m
1029,1,Summer,w,,1029,1,Warne,m
1030,1,Sundus,w,,1030,1,Wassim,m
1031,1,Suneehry-Jasleen,w,,1031,1,Wesley,m
1032,1,Sunny,w,,1032,1,Wim,m
1033,1,Svetlana,w,,1033,1,Wisam,m
1034,1,Sydney,w,,1034,1,Wissam,m
1035,1,Tadea,w,,1035,1,Wojciech,m
1036,1,Tahnee,w,,1036,1,Wolf,m
1037,1,Taina,w,,1037,1,Wotan,m
1038,1,Talia,w,,1038,1,Wyatt-Nils,m
1039,1,Talisa,w,,1039,1,Xiuyuan,m
1040,1,Tamia,w,,1040,1,Yacoub,m
1041,1,Tara,w,,1041,1,Yaman,m
1042,1,Tatjana,w,,1042,1,Yanek,m
1043,1,Taynara,w,,1043,1,Yanic,m
1044,1,Telma,w,,1044,1,Yanis,m
1045,1,Teona,w,,1045,1,Yann,m
1046,1,Theda,w,,1046,1,Yann-Niclas,m
1047,1,Thu,w,,1047,1,Yannick,m
1048,1,Tia,w,,1048,1,Yari,m
1049,1,Tija,w,,1049,1,Yaron,m
1050,1,Tilia,w,,1050,1,Yezdan,m
1051,1,Timari,w,,1051,1,Yorrik,m
1052,1,Toka,w,,1052,1,Younes-Joshua,m
1053,1,Tomke,w,,1053,1,Younis,m
1054,1,Tosca,w,,1054,1,Yuma,m
1055,1,Trần,w,,1055,1,Yunan,m
1056,1,Tue,w,,1056,1,Yusef,m
1057,1,Ulrike,w,,1057,1,Yuuki,m
1058,1,Uma,w,,1058,1,Yven-Pino,m
1059,1,Una,w,,1059,1,Zacharias,m
1060,1,Urtina,w,,1060,1,Zavian,m
1061,1,Valea,w,,1061,1,Zeyn,m
1062,1,Valentin,w,,1062,1,Ziad,m
1063,1,Valeska,w,,1063,1,Zikang,m
1064,1,Vilde,w,,1064,1,Zulfi,m
1065,1,Viola,w,,1065,1,Đức,m
1066,1,Violeta,w,,,,,
1067,1,Vivien,w,,,,,
1068,1,Vivienne,w,,,,,
1069,1,Viyan,w,,,,,
1070,1,Wencke,w,,,,,
1071,1,Weronika,w,,,,,
1072,1,Wiebke,w,,,,,
1073,1,Wieka,w,,,,,
1074,1,Wiktoria,w,,,,,
1075,1,Wilhelmina,w,,,,,
1076,1,Winni,w,,,,,
1077,1,Winniefred,w,,,,,
1078,1,Wolke,w,,,,,
1079,1,Xhoela,w,,,,,
1080,1,Yara,w,,,,,
1081,1,Yasmina,w,,,,,
1082,1,Yasmine,w,,,,,
1083,1,Ylvi,w,,,,,
1084,1,Yoko,w,,,,,
1085,1,Yuanyuan,w,,,,,
1086,1,Yule,w,,,,,
1087,1,Yustina,w,,,,,
1088,1,Yutong,w,,,,,
1089,1,Zaara,w,,,,,
1090,1,Zara,w,,,,,
1091,1,Zehra,w,,,,,
1092,1,Zena,w,,,,,
1093,1,Zeynep,w,,,,,
1094,1,Ziva,w,,,,,
1095,1,Zoey-Ina,w,,,,,
1096,1,Zoi,w,,,,,
1097,1,Zoja,w,,,,,
1098,1,Zoé-Celina,w,,,,,
1099,1,Zoë,w,,,,,
1100,1,Zuzanna,w,,,,,
1101,1,Éline,w,,,,,
